Video;Channel;Published Date;Comment;Author;Likes;Reply Count;Stance;Camp Definition;Arousal Score;Emotion;Core Argument;Unresolved Question;Link;Comment Analysis Coverage
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;"When I was decades younger, ""dinner and a movie"" was considered a great date! ";@CunoWiederhold;56;1;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.2;Disappointment;Dating culture has degraded significantly compared to how simple and affordable it used to be.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;The arrogance of certain people thinking they have a right to tell you what to do with your finances.;@andrewjackson9697;49;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.6;Anger;It is deeply arrogant for outsiders to dictate how men choose to manage their own money.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Signing a marriage contract is like signing a death sentence. It's pure mathematics: you add problems, subtract sex and freedom, divide assets, and multiply physical and psychological pain.;@Valdomiro-d5p;43;1;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.7;Frustration;Marriage mathematically guarantees increased problems and decreased freedom and assets for men.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Better odds in Vegas.;@michaelanthony1797;34;1;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.4;Sarcasm;Gambling in Las Vegas offers better odds of a favorable outcome than modern marriage.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;It really shines a light on the lie of equality, when men refusing to spend results in women most affected.;@aradesh1134;31;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.5;Excitement;When men stop spending, it exposes the myth of equality as women are the ones most affected.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;The other title is: how to survive alone.;@JustJam99;31;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.3;Neutral;The entire movement is essentially a masterclass in how men can survive and thrive alone.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;This whole phenomenon exposed the real problem, which is MISANDRY.;@SigmaWarrior1978;26;3;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.7;Anger;The modern dating crisis has unmasked widespread misandry in society.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;"Doesn't make me ""uncomfortable"" at all. Makes me happy.";@universe4203;24;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.5;Excitement;Men opting out of dating brings happiness and peace rather than discomfort.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Feminist movements are a blessing in disguise for all of us men. The movements have freed us from financial and legal and social burdens that plagued us for decades;@ShinjiKataoka;22;2;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.7;Excitement;Feminist movements inadvertently liberated men from traditional financial and legal burdens.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Nothing personal. Just a business decision. Democracy.;@sergueivergounov1961;23;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.3;Neutral;Refusing to date is simply a rational business decision, nothing personal.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Let her ask Chad to pay the bill 🎉;@lagneuk702;22;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.6;Sarcasm;Women who expect financial support should look elsewhere for funding.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Misogyny is the catch-cry of the misandrist ...;@paulreid2223;17;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.6;Frustration;Accusations of misogyny are frequently used as a defense mechanism by misandrists.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;"The critical factor here will be the duration of this celibacy; of course the main effect will be the enhancement of men’s bank account but also associated independence. Never forget, money is freedom, the power of personal choice. Financial celibacy provides options, your money used to benefit you, this empowers a man!";@NobleBrother.AC.i2i;15;1;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.6;Excitement;Financial celibacy empowers men by enhancing their savings, independence, and personal freedom.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;It’s not just about dating.  No to family, society, the rat race, the whole thing.  Out with all the grifters.;@Mark65845;15;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.7;Anger;The rejection extends beyond dating to include family, societal expectations, and the rat race.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Its not just that, society made it impossible for men to invest in their lineage without being destroyed.;@user-ev3fq9hw7v;15;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.5;Frustration;Modern society makes it impossible for men to invest in building a family without facing destruction.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;All of these listings were created on the expectation that men would automatically participate  When men don’t participate in systems, whether it be physically or financially, those systems fail look at the WNBA women support nothing but themselves!!!!;@averageamericandad1801;14;1;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.7;Anger;When men withdraw their participation, societal systems built on their labor inevitably fail.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Interesting perspective. It seems like more people are choosing peace over relationships that don't feel healthy.;@predictmyfuture;14;0;NEUTRAL_SPAM;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.1;Neutral;It is interesting that people are choosing peace over unhealthy relationships.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;I went through this 20 years ago...I just stopped.  Played a lot of golf....fab. Elites will be happy, deconsructing everything....must be a cheaper n better place....;@brendanscully5787;14;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.4;Neutral;Walking away from the system years ago brought peace, despite societal deconstruction.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;"Yes, and the cracks within the foundational psyche regarding this (and other topics as well) began post-war, slowly but now having gained frightening speed in the last 15 or so years.  I'm 65, and I can attest to this.  I have a long stretch with my memory!  The ""woke"" ideology is the tragic result.";@regionalunityproductions6204;12;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.6;Frustration;Woke ideology has accelerated the breakdown of traditional social structures over recent decades.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;No mention of men like me I see. We who never even get a chance at a date, who go the entire life without a single date ever. We were robbed of our choice to even have a chance at love and connection.;@DarthVoxyn;10;2;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.7;Disappointment;Involuntary celibates are robbed of their chance at love, having no choice in the matter.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;I was very young when I heard this for the first time Only the strong survive. Today this applies to intelligent high value men. We will always find a way to win.;@FernandoLeyva-d4j;11;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.6;Excitement;Intelligent and strong men will always adapt and find a way to succeed.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Poetry!;@JohnnySatakla;9;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.3;Excitement;Praising the anti-dating sentiment as poetic truth.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;"Yep, that's me...I've reached the age where I have no interest in clubs and bars, chasing women, etc...I'm more than happy to stay at home these days and I'm not nearly as lonely as people fear they might be...I don't run out of money anymore, and I live a comfortable stable middle-class life...I should mention that I've retired in Panama, so dating is not a problem, all social interactions are  more authentic and fun again; it comes ""naturally""...I don't miss the stateside drama even a little bit...";@PastorBobby2026;8;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.4;Excitement;Retiring abroad and avoiding domestic dating drama brings financial stability and peace.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;And someone else is partying with a fool's money.;@DonLawler-g7d;8;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.5;Sarcasm;Fools lose their money while others party with it.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;After 3 or 4 generations of men see their fathers, uncles and brothers get divorced and run through the court system (and left financially devastated), the logical adjustment is to not get married.;@java65-65;7;1;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.6;Neutral;After witnessing older male relatives get financially devastated by divorce courts, men logically avoid marriage.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;"The worst part is boomer parents don't seem to care and worse invalidate how their adult sons feel toward the modern romance hellscape. I still hear things like ""You're not trying hard enough"" ""You've got to put yourself out there more"" ""Happy wife, happy life"" - I absolutely RESENT people like this. The more those adult sons hear this don't be surprised when they refuse to have children and deny you being a grandparent";@m_jay5;7;1;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.8;Anger;Boomer parents invalidate the struggles of younger men trapped in a toxic dating landscape.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;I put 45K into my retirement savings over the last year. Can't do that with a wife, plus, the money will burn much quicker if I had to support 2 in retirement.;@BirdsofWesternAustralia;7;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.5;Excitement;Remaining single allows for massive retirement savings that would be impossible with a spouse.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;I have worked very hard and very successful there's no way I'm going to jeopardise my hard work and early retirement for any woman to come along and take it😊;@ThomasAllen-k1n;7;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.6;Excitement;Hard-earned early retirement will not be jeopardized for any woman.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;So true, man. I have lived it.;@SunDemon-h9q;7;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.4;Neutral;Confirming personal experience with the harsh mathematical reality of marriage.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Get your passport up 😊;@lagneuk702;6;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.4;Neutral;Suggesting international dating as a solution to domestic struggles.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Or an unappreciative one.;@tdrive398;6;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.4;Frustration;Investing in an unappreciative partner is a losing proposition.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;"I suspect the men leaving the dating market are probably those who are most invisible to women; the men who are not seen by most women as being relationship level; the men used by women for foodie calls, friendzone emotional tampons, etc.  In turn, the top 10% of men that most women find ""attractive' or ""worthy"" relationship material have an over abundance of opportunities with women. These men only have to ""play nice"" long enough to get what they want from a woman before they move on; leaving women feeling used, because they were.  They have no need for a relationship with one woman when there are so many options available.  A man who has options, and abundance of opportunities with women does not have to, and will not, do more than what's necessary to get to what he wants.  I know this because I was what we now call a Chad these days, back in my younger days before social media. I learned the more a woman was into you the less you had to do to get what you wan from her. Social media has given Chads a wider range and number of women, what I call the abundance of opportunities with women at all levels of attractiveness.  These are the top 10% of men that most women want and will actually interact with and chase.  When mid women get a 7+ or 8+ man they will never be satisfied with a man at a lower attractiveness and will believe she deserves a 7+, 8+ man; never realizing he only used her out of convenience,  availability, ease of access, or similar.  How I know this about today?  I have sons in their late teens and early 20s, and they have rosters of women, with new ones being added and old ones being dropped frequently; they have no interest in dating seriously because they have an abundance of opportunity...like I had at their age. Even eating steak every day gets tiresome after awhile";@zoomzoom3950;5;1;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.7;Neutral;Men opting out are often those invisible to women, while the top 10% enjoy an abundance of options without commitment.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Hoeflation rip off...never ever sign a government marriage CON-tract or cohabitate peace tranquility and freedom it's priceless 😊;@lagneuk702;5;1;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.7;Anger;Marriage contracts are scams that destroy men, making peace and freedom priceless.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;inflation is a 2ndary effect of hoeflation hoeflation (18x planet overpopulation) is a 2ndary effect of mercy (unfortunately);@FlexWheeler-n2z;5;1;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.5;Frustration;Economic inflation is tied to overpopulation and societal shifts.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Dont worry, girls. New British law says you will get man's property even without marriage;@harrodesu;3;3;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.6;Frustration;New laws enabling property loss without marriage make partnering even riskier.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Last yr I spent zero...I mean zero on women ..and it will stay this way!!!!!;@WilliamMartinez-vq2bn;5;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.7;Excitement;Spent zero money on women last year and plans to keep it that way.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;For me it’s simple, I don’t hate women and I’m not against finding love, but I am not going to pursue or pay for a lifestyle I don’t want, I won’t pay for a game rigged against me. It’s funny how they say married men make more, yes because they have to to pay for more than one person and the life they say they deserve to have you pay for. And I won’t try convincing someone to want my lifestyle if they want something else, No thanks;@Tmasseur13Cle;5;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.6;Neutral;Refusing to pursue a rigged lifestyle or convince others to want the same.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Guys are talking but the ladies are not listening which is why this is so explosive or they would have heard\seen this coming.;@Stretch-xd3ed;5;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.6;Frustration;Women failed to heed warnings from men, making the current backlash explosive.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Or, as Buffett said, “a fool and his money are always welcome anywhere “;@Mark65845;5;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.4;Sarcasm;Fools and their money are welcome everywhere.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Well said.;@brentjames7600;5;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.3;Excitement;Expressing agreement with anti-dating declarations.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Excellent video! Thanks!;@MinipizzaBatfish;4;1;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.3;Excitement;Praising the video content.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Celibate bros in the house.;@Itwasme007;4;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.4;Excitement;Shouting out to fellow celibate men.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Don't forget about headaches and constants complains. It's not just the money it's time energy attention validation. Those are the real currencies. She uses you as a 0$ psychologist;@giorgiogiorgetti3939;4;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.6;Frustration;Beyond money, dating drains men of time, energy, attention, and emotional labor without return.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Sigmund Freud said it;@Luis-nk1gt;4;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.3;Neutral;Citing historical figures to validate the critique of relations.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;@Luis-nk1gtSchopenhauer, Nietzsche, and even Machiavelli said so, too.;@jimslancio;4;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.3;Neutral;Adding more philosophers to support the misandry argument.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Facts;@Islandvibzes;4;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.3;Excitement;Confirming the stated facts.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;I'm curious if with the rise of financially celibate men are we going to see a rise in male millionaires?;@KelAda44;2;2;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.4;Excitement;Wondering if financial celibacy will lead to a surge in male millionaires.;Are we going to see a rise in male millionaires?;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Financially celibate and semen retention. I’m unstoppable;@bullvsbearmarketlasvegas;2;2;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.6;Excitement;Combining financial celibacy with semen retention creates unstoppable success.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;I'm 43 just building 🏫 What divorce stole from my family! Lesson's learned;@900DollarBills;3;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.6;Frustration;Rebuilding life after divorce stole previous assets.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;I’ve been single for 26 years, and loving it, i answer to no one and having a good life. There an old adage: if it flies, floats or fucks, rent it.;@FredRose2001;3;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.5;Excitement;Living single for decades brings freedom, following the old adage about renting rather than buying.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;"Bro. ""Economy results?"" We're not getting even that.";@JoshWoodcock;3;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.5;Frustration;Men are not even seeing the promised economic benefits from opting out.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;".....""... That they are replaceable... That they should try and compete harder....""..  No that is an absolute total hell no!   That is like competing and trying to lock down a product that is far inferior to what existed in the past with far greater expense and even more effort.... That is a hell no raise the power of 100 googleplex...";@christopheraaron2412;3;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.8;Anger;Refusing to compete harder for a modern dating product that is inferior and vastly more expensive.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;It is refusing a system of unspoken rules, that turned out to be all connected lies.   Walking away from the whole system is the first step.     Now we need to decide, what has to be done next ... and what we want for our life.;@aahzmandiaz2767;3;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.6;Excitement;"Walking away from societal lies is the first step; now men must decide what to build next.";What has to be done next and what do we want for our life?;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Never;@giorgiogiorgetti3939;3;0;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.3;Neutral;Reiterating a firm refusal.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;I feel sorry for this generation. I really do. Everything is too expensive.;@georger6624;2;1;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.4;Disappointment;Expressing sympathy for the younger generation facing exorbitant costs.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
The Financially Celibate Movement Explained: Millions of Men Are Quitting Dating;Inside the Mind;2026-06-29;Make a fake chad profile. Invite 30 women to dinner at a restaurant at the same time. Show up with your friends agreeing that if a girl looks your way you make a grossed out reaction.;@Mrguypersonmandudebro;2;1;CAMP_A;CAMP_A: Men opting out of dating due to perceived financial and legal risks. CAMP_B: Proponents of modern dating and critics of male grievance movements.;0.7;Sarcasm;Proposing a trolling prank against women on dating apps.;;https://www.youtube.com/watch?v=PhBP6ubxEr0;57.8% (100/173)
