Video;Channel;Published Date;Comment;Author;Likes;Reply Count;Stance;Camp Definition;Arousal Score;Emotion;Core Argument;Unresolved Question;Link;Comment Analysis Coverage
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Frau doktor z TVN czy gwiazda lewicy ?;@JanMondziol;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.5;Sarcasm;Associating the politician with biased media and leftist political circles.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Kolejna gwiazda tej koalicji. A jeśli chodzi o WYBÓR to pamiętajcie o nim w dniu WYBORÓW.;@Agnieszka-n4i;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.6;Frustration;Urging voters to remember this incompetence on election day.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Masło maślane !!!!!!!!;@HalinaWilk-q4g;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.5;Frustration;Reiterating that the statement is repetitive nonsense.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Uhh ale styki popalone.. tam już niema czego ratować;@klif83;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.6;Frustration;The politician's mental circuits are completely burned out.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Piepszy trzy po trzy;@Basia-tw3iw;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.5;Frustration;Dismissing the speech as random, meaningless babble.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Ona co wybrała ??????????;@ErnestŽaloudik;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.4;Sarcasm;Mocking what choice the politician actually made in life.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Po ile teraz jest 0,5 litra wyboru?????;@qsz60;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.6;Sarcasm;Comparing the absurdity of the statement to the cost of alcohol.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Ktoś mi to przetłumaczy na Polski? Nie ogarniam 😮;@basiami3417;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.5;Frustration;Requesting a translation into normal Polish because it makes no sense.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;kuźwa wybór to przynajmniej dwie możliwości;@gryziindor;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.5;Frustration;Pointing out the basic definition of a choice requires at least two options.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;4 klasy i kurs tańca...;@Bałaagan;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.4;Sarcasm;Mocking the educational background of the politician.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;???😂;@Ela-b4q7d;0;0;NEUTRAL_SPAM;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.2;Neutral;Amused reaction via punctuation and emojis.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Ja pier;@annagrabowska8372;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.6;Frustration;Incomplete expression of disbelief and exasperation.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Masło maślane😂😂😂;@iwonawnukiewicz2216;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.4;Excitement;Characterizing the speech as repetitive nonsense.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;😂😂😂😂😂😂😂😂😂😂😂😂😂😂;@JolaBednarek;0;0;NEUTRAL_SPAM;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.2;Excitement;Purely emoji-based laughter response.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;co ona pieprzy;@janusz-s2w;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.5;Frustration;Expressing shock and annoyance at what the politician is babbling about.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Przepraszam, ale nie rozumiem co ta mądra inaczej ma na myśli.;@MartaWiecaszek-zo3ge;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.4;Sarcasm;Sardonically referring to the speaker as 'wise otherwise'.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;I oni rządzą tym pięknym krajem.  Boże miej nas w swojej opiece 🙏;@MrPiter2000;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.6;Disappointment;Expressing despair that such people govern the country.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Koorwa następny pusty dzban 😂😂😂😂😂;@barbershop2878;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.6;Frustration;Labeling the politician another empty-headed individual.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Wszyscy w rządzie  s z w a b a  są inni inteligentni ale zawsze uśmiechnięci 😂;@marzennapokorska4165;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.6;Sarcasm;Mocking the government's perceived intelligence and constant smiling.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Wybor lewactwa i zadnych wyborow, juz zawsze bedzie jeden wybor 😂😂😂;@jaroslawjanelt2613;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.6;Sarcasm;Mocking leftist choices leading to a total lack of alternatives.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Te kilka zdan ja zdecydowanie przeroslo.;@user-er2sn7ef1e;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.4;Frustration;A few simple sentences completely overwhelmed the speaker.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;A taka ładna była...;@Juka-cb8oi;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.3;Disappointment;Expressing mild regret over appearances versus competence.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Jestem zbyt glupi żeby tę wypowiedź zrozumieć;@RobertBrych;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.4;Neutral;Self-deprecating admission of not being able to understand the gibberish.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Oni chyba szukają tych kretynów xD;@Regiusz;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.5;Sarcasm;Sardonically suggesting the party actively searches for fools.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Najdoskonalszą formą sabotażu państwa jest umieszczenie  na najwyższych stanowiskach największych idiotów . Tusk doskonale zna tą grę dlatego na ministrów wybrał takich właśnie ludzi.;@BlackGhost_007;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.8;Anger;Sabotaging the state by placing idiots in top positions is a deliberate strategy by Tusk.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Jaki wstyd…🤣🤣🤣 ciekawe jakie wykształcenie posiada ten super polityk. Wstyd;@profispeed;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.6;Frustration;Questioning the educational credentials of this so-called politician.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;"To jest tak odjechane, że początkowo nie domyśliłem się o co jej może chodzić ""nie będzie musiał wybierać, bo będzie miał wybór"". Proponuję tej pani skontaktować się z lekarzem lub farmaceutą, lub najlepiej oboma, gdyż będzie miała problem z wyborem, bo będzie musiała go dokonać, ale jednoczenie nie będzie mogła go dokonać, co za paradoks niemożliwy";@user-zz5hh5rd9v;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.6;Sarcasm;Deconstructing the logical paradox of the statement sarcastically.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Co jedna *OSŁANKA  to lepsza od drugiej Chociaż jestem po zawodówce ale nikuta nie rozumiem Pewnie kozyla OKSFORD TUMANUM HUMANUM ‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️;@PiotrBaran-b3o;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.7;Anger;Mocking female politicians and questioning questionable university degrees.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Co to jest za wariactwo;@JarosławKochanowski-u8r;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.5;Frustration;Labeling the entire display as sheer madness.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;😂😂😂😂😂😂;@malgorzatakocurowska;0;0;NEUTRAL_SPAM;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.1;Neutral;Laughter emojis.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Pewnie ma ten dzień;@UrszulaSkrzypek-Madajka;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.3;Sarcasm;Sardonically attributing the gaffe to a bad day.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Czy ona korzysta ze sztucznej energii od Heńki  Bochniarzowej?;@Czerwonytulipan1221;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.4;Sarcasm;Mocking the energy source behind such peculiar speech.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Brak słów;@KatarzynaKatarina-h1p;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.5;Disappointment;Expressing a complete lack of words for the stupidity witnessed.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;😂😂😂;@irenkaginter7491;0;0;NEUTRAL_SPAM;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.1;Neutral;Laughter reaction.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Takie pokręcone teksty to były w dziełach lenina czy hitlera .;@jacekkubisiak893;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.7;Anger;Comparing twisted political rhetoric to totalitarian propaganda.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;😂😂😂😂😂😂😂😂😂😅;@danielkovalczyk3893;0;0;NEUTRAL_SPAM;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.1;Neutral;Laughter emojis.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;?;@vapster2601;0;0;NEUTRAL_SPAM;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.1;Neutral;Question mark indicating confusion.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Co to KURWA jest?;@jarekostrowski2602;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.8;Anger;Crude expression of utter bewilderment and anger.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Nastepna odklejona, wstyd;@lukaszprusicki494;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.6;Disappointment;Another disconnected politician causing public embarrassment.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Masakra;@BożenaS-f8m;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.5;Frustration;Calling the performance an absolute massacre of logic.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;To jak ma być dobrze. Dno.;@TomaszStanley;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.6;Disappointment;Expressing despair that things can ever improve with such leadership.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Jaki wybór?? 😂;@grzegorzwnuk7114;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.4;Sarcasm;Mockingly asking what choice is even being discussed.;Jaki wybór?;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;"Powiedziała co wiedziała masło maślane.Cytuję ,,Już nigdy żaden rodzic nie będzie musiał dokonywać wyboru pomiędzy życiem  rodzinnym a życiem zawodowym.Już zawsze będzie miał wybór""Kogo to dotyczy? Bezdzietnych?";@JadwigaWawa;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.5;Frustration;Quoting the absurd statement to highlight its irrelevance to real life.;Kogo to dotyczy? Bezdzietnych?;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Blondynka przy niej to geniusz;@peterrusin2820;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.4;Sarcasm;Even stereotypical blonde jokes have more genius than this statement.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Ileż to qoorwa szkòł tsza skończyć żeby wpaść na tak geniejne  rozwiązanie;@peterrusin2820;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.7;Anger;Sardonically asking how many schools one must finish to produce such garbage.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Jak z filmu „głupi, głupszy”.;@DariuszGrabarczyk-d4o;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.4;Sarcasm;Comparing the scene to a comedy movie about stupidity.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Pusty dzban😂😂;@jaroslawzdrojewski6296;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.5;Frustration;Dismissing the speaker as an empty vessel.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Po 6 koronach dalej nie zrozumiałem co autor miał na myśli. Cytryna też nie pomogła;@altercresco3901;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.5;Sarcasm;Even heavy drinking and citrus remedies couldn't help make sense of the statement.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Oczyma ta baba gada i takich gamoni Tusku w rządzie;@MirekMroz-x1c3k;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.6;Frustration;Criticizing both the speaker's physical delivery and Tusk's choice of ministers.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;"W bibli pisze :"" Jak głupi otwiera usta to mówi tylko że jest głupi"" , na szczęście jest lekarstwo :"" głupcy porzućcie głupotę a wybieracie rozsądek"" 😂";@skaa3200;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.6;Frustration;Quoting scripture about fools opening their mouths.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Bełkot;@AdamLulewicz-yd4jf;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.4;Frustration;Categorizing the speech strictly as babble.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;Eeee,co;@b_mis3552;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.3;Confusion;Expressing sheer bafflement.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
Ciężki wybór #polityka #śmieszne;Księciunio pan;2026-09-03;KaOwa yntelygencja na pewno zachwycona. :))));@carllong7165;0;0;CAMP_A;CAMP_A consists of critics mocking the politician's illogical statements and attacking the ruling coalition, while CAMP_B consists of defenders or neutral observers analyzing the linguistic paradoxes.;0.5;Sarcasm;Sardonically mocking the intelligence of the ruling coalition's supporters.;;https://www.youtube.com/watch?v=1gbtgGJ65_w;22.1% (100/453)
#polityka #prawoisprawiedliwość  #tk #praworządność  #news #konstytucja #polityka  #sejm #nawrocki;ŁOM;2026-09-04;Jest Pan moją myślą i mową,  Uwielbiam Pana, Dobrze że Pan jest. ❤❤❤❤❤❤❤;@annaszpecinska3888;112;2;CAMP_A;CAMP_A consists of supporters of the current democratic government and critics of PiS, viewing President Nawrocki/PiS as criminals, hooligans, and violators of the constitution. CAMP_B consists of supporters of PiS and President Nawrocki who defend his actions and attack the current coalition.;0.8;Excitement;Expresses strong personal admiration and total agreement with the creator's political commentary.;;https://www.youtube.com/watch?v=nkpmalI5rp4;32.3% (100/310)
#polityka #prawoisprawiedliwość  #tk #praworządność  #news #konstytucja #polityka  #sejm #nawrocki;ŁOM;2026-09-04;Wstyd mi za takiego prezydenta 😢😢😢;@bogdanmoniak7631;92;9;CAMP_A;CAMP_A consists of supporters of the current democratic government and critics of PiS, viewing President Nawrocki/PiS as criminals, hooligans, and violators of the constitution. CAMP_B consists of supporters of PiS and President Nawrocki who defend his actions and attack the current coalition.;0.7;Disappointment;Expresses deep shame and embarrassment regarding the current president's actions.;;https://www.youtube.com/watch?v=nkpmalI5rp4;32.3% (100/310)
#polityka #prawoisprawiedliwość  #tk #praworządność  #news #konstytucja #polityka  #sejm #nawrocki;ŁOM;2026-09-04;Pozdrawiam serdecznie.;@krystynaxxx992;92;1;NEUTRAL_SPAM;CAMP_A consists of supporters of the current democratic government and critics of PiS, viewing President Nawrocki/PiS as criminals, hooligans, and violators of the constitution. CAMP_B consists of supporters of PiS and President Nawrocki who defend his actions and attack the current coalition.;0.1;Neutral;Sends a cordial greeting to the channel creator.;;https://www.youtube.com/watch?v=nkpmalI5rp4;32.3% (100/310)
#polityka #prawoisprawiedliwość  #tk #praworządność  #news #konstytucja #polityka  #sejm #nawrocki;ŁOM;2026-09-04;Jak zawsze w punkt. Pozdrawiam ❤;@Katarzyna-rz1or;87;1;CAMP_A;CAMP_A consists of supporters of the current democratic government and critics of PiS, viewing President Nawrocki/PiS as criminals, hooligans, and violators of the constitution. CAMP_B consists of supporters of PiS and President Nawrocki who defend his actions and attack the current coalition.;0.4;Excitement;Praises the creator for always hitting the mark with their arguments.;;https://www.youtube.com/watch?v=nkpmalI5rp4;32.3% (100/310)
#polityka #prawoisprawiedliwość  #tk #praworządność  #news #konstytucja #polityka  #sejm #nawrocki;ŁOM;2026-09-04;PIERWSZA , POZDRAWIAM  NORMALNEGO , PODAJĘ  👍;@barbaradzwierzynska7782;77;3;CAMP_A;CAMP_A consists of supporters of the current democratic government and critics of PiS, viewing President Nawrocki/PiS as criminals, hooligans, and violators of the constitution. CAMP_B consists of supporters of PiS and President Nawrocki who defend his actions and attack the current coalition.;0.5;Excitement;First to comment, expressing support for a normal discourse.;;https://www.youtube.com/watch?v=nkpmalI5rp4;32.3% (100/310)
#polityka #prawoisprawiedliwość  #tk #praworządność  #news #konstytucja #polityka  #sejm #nawrocki;ŁOM;2026-09-04;Brawo i pozdrawiam 😅😅😅;@andrzejkotara4139;70;1;CAMP_A;CAMP_A consists of supporters of the current democratic government and critics of PiS, viewing President Nawrocki/PiS as criminals, hooligans, and violators of the constitution. CAMP_B consists of supporters of PiS and President Nawrocki who defend his actions and attack the current coalition.;0.3;Excitement;Sends brief applause and greetings.;;https://www.youtube.com/watch?v=nkpmalI5rp4;32.3% (100/310)
#polityka #prawoisprawiedliwość  #tk #praworządność  #news #konstytucja #polityka  #sejm #nawrocki;ŁOM;2026-09-04;Bardzo Panu dziękuję, może matołki zrozumieją że kibol to przestępca.;@Jacek-q9e;69;1;CAMP_A;CAMP_A consists of supporters of the current democratic government and critics of PiS, viewing President Nawrocki/PiS as criminals, hooligans, and violators of the constitution. CAMP_B consists of supporters of PiS and President Nawrocki who defend his actions and attack the current coalition.;0.6;Frustration;Expresses hope that political opponents will finally understand that football hooligans are criminals.;;https://www.youtube.com/watch?v=nkpmalI5rp4;32.3% (100/310)
