Video;Channel;Published Date;Comment;Author;Likes;Reply Count;Stance;Camp Definition;Arousal Score;Emotion;Core Argument;Unresolved Question;Link;Comment Analysis Coverage;Camp Shares
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Гладко стелишь... Не играл бы в Альбион около 4 лет, пошел бы играть НО Я ЗНАЮ ЯТО ЭТО ЛОВУШКА, А ТЫ С НИМИ ЗА ОДНО, Я НЕ КУПЛЮСЬ P.s. упомянул Светомрака, который ушел и не упомянул SeaCow который на одной ступени с Яриком, как в контенте, так и по числиности подписчиков(хотя может даже больше, а контент разнообразнее), за это минус ыыы;@darkveider1771;0;0;CAMP_C;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.5;Sarcasm;Recognizing the video as a trap, and playfully criticizing the creator for missing certain prominent YouTubers.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;ПВЕ: группики, статики, лагеря, авалон, соьирательство, крафт, перевозка ПВП: статики, авалон, ослячка, мс, звз, фрака, ганги. Всё это разделяется на свои подклассы. Да, мало активностей в альбионе;@username-use-name;0;0;CAMP_A;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.3;Neutral;Listing the massive variety of PvE and PvP activities to refute claims of little content.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;;@MIRV1KLIK;0;0;CAMP_A;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.1;Neutral;Empty comment placeholder.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Спасибо, за отсылочку, порадовал :);@kudryavy_go;0;0;CAMP_A;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.2;Excitement;Appreciating a reference in the video.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Чих почему твои видосы перестали показывать в реках ?(;@RDJRed;0;0;CAMP_C;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.2;Neutral;Asking why the creator's videos stopped showing up in recommendations.;Why did your videos stop showing up in my recommendations?;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;"Стоит ли играть в Albion Online в 2026 году? Можно а зачем?  Я месяц играл в Альбион. Игра классная,  Но вот в красные локации заходишь 15 секунд и ты вертвый и голый. Про черные локации вообще молчу. А вообще в Альбионе всего два вида деятельности. 1. Кого-то убивать или самому умирать.   2. Добыча ресурсов.  Я месяц поиграл, и как то несколько дней не заходил в игру. И как то желания вернутся в игру не возникло.  P.S Кто не помнит то Альбион во время создания и теста, позиционировал игру как без платная. Но при старте игры она в друг стала платной. Albion Online официально стартовала 17 июля 2017 года.  История изменения цены: С момента релиза в 2017 году игра была платной (требовалось приобрести «набор основателя» или «стартовый набор»). Однако 10 апреля 2019 года Albion Online официально перешла на бесплатную модель распространения. Премиум-статус: Подписка, которая дает бонусы к прокачке и сбору ресурсов. Ее можно купить как за реальные деньги (~$14.95 за месяц), так и за внутриигровую валюту (серебро).  ""за внутриигровую валюту (серебро)."" И вот это лицимерие. Что бы накопить на премиум нужно играть как бутто ты работаеш по 8 часов в день. 15 дней.";@igorykas811;0;0;CAMP_B;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.6;Frustration;Red and black zones are ganking death traps, activities are limited to dying or gathering, and premium requires a second job amount of grinding.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Если ты относишься к экипировке не как к расходнику, то да;@yteho4ek207;0;0;CAMP_A;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.3;Neutral;It's fine as long as you treat gear as consumable items.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;хз чет раньше намного легче было 8 млн серы на прем получить нежели сейчас 20 млн.;@game-dk6rx;0;0;CAMP_B;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.4;Disappointment;It used to be much easier to afford premium for 8 million silver than current prices.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Сейв-порталы реально дерьмо. Достаточно убег контрабандистов;@Amorrias4511;0;0;CAMP_B;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.4;Frustration;"Safe portals are garbage; smuggler escapes were better.";;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Это пизбец, адреналин так ебет часто я хуею. Сердце под 150 в файтах;@sonamonake4734;0;0;CAMP_A;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.7;Excitement;The adrenaline in fights is insane, heart rate hits 150.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;@Uncle_de_Homka не сравнивай бесконечное дрочилово без потери вещей;@valeryshatinsky4899;0;0;CAMP_B;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.4;Frustration;Contrasting non-loss grinds with high-stress full loot.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Вряд ли;@niktpsik9183;0;0;CAMP_C;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.2;Neutral;Unlikely to release on PS5.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Спасибо за хорошие новости, обязательно вкачусь на апдейт графы!;@darknet9442;0;0;CAMP_A;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.3;Excitement;Excited to jump back in for the graphics update.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;автор показал футаж с другой ценой на премиум. Так. И какие я выводы должен был сделать? Информация, которую я прослушал стала от этого неправдивой? Апдейты про которые он рассказал не выходили? Может быть игроки не покупают этот премиум за серебро? Я даже этого не заметил. Но теперь, спасибо я понимаю что автор глубоко разбирается в игре, потому что смог одной вставкой показать насколько глубоки инфляционные процессы в игре;@darknet9442;0;0;CAMP_C;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.5;Frustration;Defending the video content against complaints about old footage and inflation data.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Долбак что ли?;@FreeWill_Org;0;0;CAMP_C;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.5;Anger;Insulting an objector in a comment thread.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Еще учитывайте то, что на мирового боса вы никогда не сходите без разрешения гилд кроющих их. Разрешения дают за реал бабки ( играл с самого старта, знаю о чем говорю). Читеры, рмтшеры ( могут вас забанить даже если друг передал вам что-то, под предлогом что тебе дал бабки рмтшер- такие преценденты в игре уже были);@Путинатор;0;0;CAMP_B;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.6;Frustration;World bosses are locked behind guilds that take real-money bribes, alongside cheating and arbitrary ban risks.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;"Перестала досматривать последний сегмент в роликах ""Стоит ли играть"", потому как уже немножечко подзадолбала фраза про субъективность.";@Dalairen;0;0;CAMP_C;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.3;Disappointment;Tired of the repetitive disclaimer about subjectivity at the end of every video.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;The Hypersonic  хорошая гильдия, вступайте через поиск );@sergul1990;0;0;CAMP_A;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.2;Neutral;Guild recruitment message.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Еще бы админам было не похуй на игроков и здравый смысл(;@Holysterin;0;0;CAMP_B;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.4;Disappointment;Wish developers actually cared about players and common sense.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Меньше ныть надо и душнить) возможно и поиграешь нормально...;@FreeWill_Org;0;0;CAMP_A;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.4;Frustration;Tell the complainer to stop whining and enjoy the game.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Фтп? Fuck the population? Это бренд одежды из 2к17;@Amorrias4511;0;0;CAMP_C;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.2;Neutral;PLAYING WITH ACRONYMS (FTP).;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;​@Amorrias4511фри ту плей вероятнее всего;@Kovshek31;0;0;CAMP_C;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.2;Neutral;Clarifying that FTP means free-to-play.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Их много ?;@nazimmax3804;0;0;CAMP_B;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.2;Neutral;Asking how prevalent radar users are.;Are there really that many of them?;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;@nazimmax3804 миф) а если и есть отлетают в теченее трех дней;@norwey2221;0;0;CAMP_A;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.3;Neutral;Radar users are a myth, or they get banned within three days.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Возможно в некотором гильд контенте они есть, если ты сольник лутаешь опен ворлд/мглу/авалон, ты вряд-ли вообще радарщика встретишь;@user3tn3482;0;0;CAMP_A;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.3;Neutral;Radar users might exist in guild content, but solo players in open world or mists rarely encounter them.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;На чем играете?;@mrj7314;0;0;CAMP_A;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.2;Neutral;Asking what platform the guild plays on.;What platform do you play on?;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;​@mrj7314на уаеренностях;@nazimmax3804;0;0;CAMP_A;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.3;Excitement;Playing with absolute confidence.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;играл, после мортал онлайн 2 кал а не игра;@RomanSharapof;0;0;CAMP_B;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.5;Disappointment;Compared to Mortal Online 2, Albion is absolute garbage.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Альбион это единственная ммо которая понимает что она ммо, а не просто РПГшка И (наверное) единственный наследник уо;@Мухаммед_Узбек;0;0;CAMP_A;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.4;Excitement;Albion is the only MMO that truly acts like an MMO rather than a mere RPG, and is a true Ultima successor.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Абсолютно бесполезная игра, не тратьте время это кал.;@iamCBET;0;0;CAMP_B;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.6;Anger;Absolute useless game, total trash, do not waste your time.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Так и есть, это старые футажи;@kotofei735;0;0;CAMP_C;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.2;Neutral;Confirming the footage is old.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;​@username-use-nameтак мета тут причем;@loverl4252;0;0;CAMP_C;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.2;Neutral;Questioning meta relevance.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;@loverl4252 ну, метовая пве пушка для ава данжей? Мета не только в пвп сфере существует;@username-use-name;0;0;CAMP_A;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.3;Neutral;Meta applies to PvE dungeon farming too, not just PvP.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;видос норм, но слишком много футажей 6 летней давности, аж глаза режет. сейчас игра более новее выглядит после недавних обнов интерфейса и графики;@Demoqq;0;0;CAMP_C;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.3;Neutral;Good video, but using so many 6-year-old footage clips hurts the eyes since the game looks much newer now.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
Стоит ли играть в Albion Online в 2026 году;Chixpixx;2026-04-07;Я играю с оф лаунчера;@Zerij-mansur;0;0;CAMP_A;"CAMP_A: Passionate defenders and veterans praising Albion's unique PvP sandbox and emotional highs.; CAMP_B: Frustrated critics and burnt-out players warning about heavy grind, toxic risk, and RMT issues.; CAMP_C: Technical cynics discussing optimization, old footage, bugs, and developer missteps.; CAMP_D: Casual or solo players complaining about clunky group-focused mechanics and lack of solo love.";0.2;Neutral;Playing via the official launcher.;;https://www.youtube.com/watch?v=Yy2Qse6-Mvw;89.8% (289/322);"CAMP_A: 40.8%; CAMP_B: 32.8%; CAMP_C: 22.3%; CAMP_D: 4.2%"
