Comment Key;Comment ID;Video Key;Comment;Author;Comment Date;Likes;Reply Count;Is Reply;Engagement Score;Stance;Arousal Score;Emotion;Core Argument
171;UgwqvuE1CnepwPoxzwJ4AaABAg;1;Бля, а можно чела в некст раз который умеет говорить четко и без заложеного носа, пожалуйста.;@bewitching1535;2026-08-28;0;0;0;0;CAMP_B;0.5;Frustration;Complaining about the speaker's congested voice and delivery.
172;UgxJqaockp4qpVY0x7V4AaABAg;1;I expected dragons will also save tracking but I guess it has to wait again :/;@stoniclones8433;2026-08-28;0;0;0;0;CAMP_B;0.3;Disappointment;Disappointed that dragons didn't receive tracking integration.
173;Ugy2m7LIO-dGi_tTdgR4AaABAg;1;It looks very epic 🔥;@user-bu3hzj734e4r;2026-08-28;0;0;0;0;CAMP_A;0.5;Excitement;The update visuals look very epic.
174;Ugw9HidYdHgmUNwuyWR4AaABAg;1;I still just find it annoying how they release nice updates for PVE but still lock half the game behind forced PvP being a casual single player I get killed by groups multiple times just have a toggle option for PVP which doubles your Gathering materials and high-end loot so if you want to get materials quicker turn on PVP will it affect the economy yes what doesn't with games like this;@andrewmiller4935;2026-08-28;0;0;0;0;CAMP_D;0.6;Frustration;Complaining that locking PVE updates behind forced PvP ruins the game for casual single players.
175;UgxFjEuEzGBiTEpSCoF4AaABAg;1;It looks really fun, but we'll see how long it lasts! I'd really like them to listen to us for once and add a server in Latin America. We ALL deserve to play with decent ping. I hope we're heard someday.;@ayeruiz7704;2026-08-28;0;0;0;0;CAMP_B;0.5;Frustration;Asking developers to finally listen and add a Latin American server for decent ping.
176;Ugy8ebpgP8PZUH1t2cN4AaABAg.Aa30hteG21dAa4Hv3Rx2TW;1;​@De2t3ny lag;@wesleysantos399;2026-08-29;0;0;1;0;CAMP_B;0.3;Neutral;Mentioning lag issues.
177;Ugy8ebpgP8PZUH1t2cN4AaABAg.Aa30hteG21dAa4SVif5hF2;1;West server change SA server;@james14tee;2026-08-29;0;0;1;0;CAMP_B;0.4;Neutral;Advocating for a South American server change from West.
178;UgwiF53ERAttr3O19l14AaABAg;1;"ALBION: THE BEST MMOPRG IN THE WORLD!   Thank you SBI, long life for Albion!   Now, my SUGGESTION for the future hahaha:  [SUGGESTION] Mount Food, Hydration, and Interaction System  Executive Summary:  1. Introduction: Active Hunger and Thirst system for mounts while equipped/in use.  2. Economic Integration: Mount food crafted by players using Island resources and crafting stations.  3. Utility & Buffs: Dynamic consumables that boost the economy without breaking PvP balance.  4. Immersion & Animations: Open-world hydration mechanics and direct player-mount interactions.  Context:  In the world of Albion Online, mounts are essential — exploring this massive universe would be impossible without them. The fact that mounts are raised and saddled by the players themselves is one of the coolest mechanics in the game. However, once an animal is saddled and ready for use, all interaction regarding ""caring"" for your companion completely ceases.  This proposal aims to bring immersion, functionality, and economic value to Albion Online by introducing a lightweight mount maintenance system.  1. Hunger and Thirst System How It Works: Mounts will feature Hunger and Thirst meters that decay only while equipped and in active use in the open world. While stored in banks, chests, or inventory, consumption is paused (though the mount's current stats are saved).  Consumption & Penalties: Consumption rate should be balanced and predictable. There are no progressive debuffs: if the meter drops to 0%, a flat penalty is applied (such as reduced movement speed or decreased carry capacity). Attacks received by the mount do not affect the hunger/thirst meters.  Battle Mounts: Battle Mounts have a higher food consumption rate and are strictly limited to Tier 1 food.  2. Open-World Hydration Simple & Free Mechanics:  Hydration incurs no costs and occurs naturally during exploration.  How It Works: Approaching rivers or lakes in the Open World, Mists, or Roads of Avalon unlocks an option for the mount to drink water and satisfy its thirst, complete with a new drinking animation. (Feature unavailable in ocean water).  3. Mount Food & Economy (Crafting & Buffs): Mount food will be consumable items freely tradeable on the Market, crafted at city stations using player Island crops and ingredients.  Tier 1: Satisfies mount hunger only. (The only food permitted for Battle Mounts).  Tier 3: Satisfies hunger and restores 20% of the mount's HP (Out-of-Combat only, 10s cooldown).  Tier 5: Satisfies hunger and grants a 5% bonus based on the mount's main archetype: Transport & Gathering Mounts: +5% Carry Capacity (direct and stackable bonus). Speed & Mobility Mounts: +5% Flat Movement Speed (Example: A Swiftclaw running at 120% becomes 125%; a Direwolf running at 132% becomes 137%).  4. Animations and Interactivity To enhance roleplay and immersion, players (whether mounted or dismounted) gain new options to interact directly with their mount via emotes or context menus:  Petting the mount;  Adjusting the saddle / inspecting the animal's packs and gear;";@ModestaPlay;2026-08-28;0;0;0;0;CAMP_A;0.6;Excitement;Praising the game and pitching an elaborate mount hunger, hydration, and interaction system.
179;UgyYaP8oymnEXhovq-J4AaABAg;1;Interesante;@Daredevil_error_404;2026-08-28;0;0;0;0;CAMP_A;0.2;Neutral;Interesting update.
180;UgwobNTdN8mupyTwD-p4AaABAg;1;They should had made 2 tiers of dragon mounts...t6 from normal drakes and t8 from only the last boss that can be made into a battle mount too .....dragons are meant to be used in big battles;@rogerenigma;2026-08-28;0;0;0;0;CAMP_A;0.4;Neutral;Suggesting two tiers of dragon mounts, including battle mounts for large-scale wars.
181;UgzOrCp7vPL4xBA3Xah4AaABAg;1;Good debuff for a shitty reward, pass, next update plz;@zacktv2001;2026-08-28;0;0;0;0;CAMP_B;0.5;Disappointment;Dismissing the update due to a punishing debuff paired with a shitty reward.
182;UgwSOg0whgj9OuipmwZ4AaABAg;1;they trying to made their garmoth like black desert xD;@CallMeVegas1997;2026-08-28;0;0;0;0;CAMP_B;0.3;Neutral;Comparing the boss mechanic to Black Desert's Garmoth.
183;UgzemOVuADAeCwHsVrN4AaABAg.Aa2xo_3gH1LAa39dfpBrT-;1;It's mostly in test server usually no one selling items in black market;@kingofof8159;2026-08-28;0;0;1;0;CAMP_C;0.3;Neutral;Explaining test server black market behaviors.
184;UgzemOVuADAeCwHsVrN4AaABAg.Aa2xo_3gH1LAa3A0bhw1jr;1;​@kingofof8159prices on the test server are based on last live server save;@antytytan;2026-08-28;0;0;1;0;CAMP_C;0.3;Neutral;Explaining that test server prices derive from live server saves.
185;Ugz3VU4PAIupX_iaIp54AaABAg.Aa2wo3Rm9HqAa2xE7msYhe;1;Welcome;@FEFEAO;2026-08-28;0;0;1;0;CAMP_A;0.2;Neutral;Welcoming a new player.
186;Ugz3VU4PAIupX_iaIp54AaABAg.Aa2wo3Rm9HqAa3RIOdoQY5;1;what was stopping you before? you think you can compete with all the vets now? lol;@De2t3ny;2026-08-28;0;0;1;0;CAMP_B;0.4;Sarcasm;Questioning if a new player can compete against veterans.
187;Ugz3VU4PAIupX_iaIp54AaABAg.Aa2wo3Rm9HqAa6WoSVePFG;1;Come to Thetford! Swamp Cross!  IGN: Felahzii;@Felahzii;2026-08-29;0;0;1;0;CAMP_A;0.3;Excitement;Inviting a player to Thetford.
188;UgwI6XVCtH--K4kxlrd4AaABAg.Aa2w7DA8vKHAa39DJnYkF-;1;the best part is for 25 hours XD.;@realapppleC.E.O;2026-08-28;0;0;1;0;CAMP_C;0.3;Neutral;Highlighting duration specifics.
189;UgwGXjssHWtfKuHWuN94AaABAg.Aa2w-decNiwAa4iH7I-Sz2;1;I rly want cloth dragon armor. Smt fun that deals extra dmg like feyscale;@Strapazenkinder__1;2026-08-29;0;0;1;0;CAMP_A;0.3;Excitement;Wanting fun cloth armor like feyscale.
190;Ugz0i3shqm6na8wU1yl4AaABAg;1;Ps5 please;@rafaelbatista3489;2026-08-28;0;0;0;0;CAMP_B;0.3;Neutral;Requesting a PS5 client.
191;UgyD4E1XNKCOAcYQWEV4AaABAg;1;I was excited for this update but ip cap on bz made me not want to touch it and can’t even MP the drake mount which sucks let me waste silver refilling mounts he’ll make it more silver;@mugene;2026-08-28;0;0;0;0;CAMP_B;0.5;Frustration;Black zone IP caps and mount restrictions dampen excitement for the update.
192;Ugw1EAgANapeeIHeEsZ4AaABAg;1;Gimme those dragon cookies;@cubi-3;2026-08-28;0;0;0;0;CAMP_A;0.5;Excitement;Excited for dragon cookies.
193;UgxfMLLd_3906dtp2Jd4AaABAg;1;I wish you could increase the number of static dungeon battles. 15 of us have quit the game. We’re waiting for this update.;@QuiaAeternus;2026-08-28;0;0;0;0;CAMP_A;0.4;Excitement;Waiting eagerly for the update with guild members.
194;UgxeDLnDEvQDuIPOcv54AaABAg.Aa2uFmM-8qPAa2xGto92BB;1;💀;@FEFEAO;2026-08-28;0;0;1;0;CAMP_A;0.2;Neutral;Skull emoji reaction.
195;UgxiKxyygCXpb8r0tF54AaABAg.Aa2uENPCsExAa305lIrsem;1;I don't get it, isn't the dragon dungeons supposed to be full pvp areas ? They shifted ? I thought it was a match-making new area, like a cross-over between depths and ava dungeon. What happened ?;@wvaen;2026-08-28;0;0;1;0;CAMP_B;0.4;Frustration;Confused about whether dragon dungeons are full PvP areas.
196;UgxiKxyygCXpb8r0tF54AaABAg.Aa2uENPCsExAa39IrwIyEt;1;​@wvaenthere are dragon map they talking about dragon raid check previous vid;@Zjawaz;2026-08-28;0;0;1;0;CAMP_B;0.3;Neutral;Pointing out dragon map raid videos.
197;UgxiKxyygCXpb8r0tF54AaABAg.Aa2uENPCsExAa3Bc388COm;1;@Zjawaz Ah yeah ok thx bud, oof;@wvaen;2026-08-28;0;0;1;0;CAMP_B;0.2;Neutral;Acknowledgment.
198;UgxiKxyygCXpb8r0tF54AaABAg.Aa2uENPCsExAa3S72AGQDm;1;@wvaen its both bubba, go watch the vids again;@De2t3ny;2026-08-28;0;0;1;0;CAMP_B;0.3;Neutral;Clarifying that it features both aspects.
199;UgxiKxyygCXpb8r0tF54AaABAg.Aa2uENPCsExAa4TKb6dprm;1;Albion never update  -Solo player without pvp content -new gathering content -only pve content, without pvp;@james14tee;2026-08-29;0;0;1;0;CAMP_D;0.5;Frustration;Complaining about the lack of solo PvP content and new gathering updates.
200;UgwNH3-ZUzG6MInZX6Z4AaABAg;1;"Those videos are lowk painful to listen. They sound as if an executive prompted chatgpt to write a ""professional speech"" and gave the unchecked result to this guy. Reflects Albon's overall state. Kind of a shame that it doesn't really have any competition, as in open world action MMO.";@ToBeCorrected;2026-08-28;0;0;0;0;CAMP_B;0.5;Frustration;Criticizing the video presentation for sounding like an AI-generated corporate script.
201;Ugxbw4_fLGAM9Otz2gl4AaABAg;1;So many new defensive option damnnn;@Sayurawesome11;2026-08-28;0;0;0;0;CAMP_A;0.5;Excitement;Excited about the numerous new defensive options.
202;Ugx6FXDMjrTl4lAs9I94AaABAg.Aa2skFB8fMgAa3-bp3AZKh;1;Yeah that pot is just completely stupid. Bbye kite comp, the meta was already heavily leaning to brawl anyway... Gala meta will stay for a while;@wvaen;2026-08-28;0;0;1;0;CAMP_B;0.5;Frustration;Calling the new potion stupid while noting the meta favors brawling.
203;Ugxlm77famXNvJ21UHt4AaABAg.Aa2sJzrY5XUAa37XX7QCyo;1;No?those content are full pvp are you crazy;@HowToKillAliens;2026-08-28;0;0;1;0;CAMP_B;0.4;Frustration;Clarifying that those contents are full PvP areas.
204;Ugxlm77famXNvJ21UHt4AaABAg.Aa2sJzrY5XUAa4wa3F0K0V;1;How did he made 1b fame in a week?;@boecbrawlstars;2026-08-29;0;0;1;0;CAMP_C;0.4;Neutral;Wondering how someone made 1 billion fame in a single week.
205;Ugw7aAP3nQhHr57axUJ4AaABAg;1;Please make content were a solo player can meddle, sabotage a quest of big z. Basically a rat but a proper official content.;@hilorens;2026-08-28;0;0;0;0;CAMP_D;0.5;Neutral;Requesting official solo ratting and quest-sabotage mechanics.
206;UgwgztZJPQcBrvAEzuR4AaABAg;1;3:22 Challenge 💀 journal Rewards 🤡;@NOTURBUSINESS-55;2026-08-28;0;0;0;0;CAMP_B;0.5;Sarcasm;Mocking challenge and journal rewards.
207;UgxV5Q79uicRPdd7TeJ4AaABAg;1;Bruh Dragonslayer hood with 25s coaldown is unfair and op so can you add 10 - 20s anyway gankers Is happy;@Corrgreen;2026-08-28;0;0;0;0;CAMP_B;0.6;Frustration;Complaining that the Dragonslayer hood cooldown is unfair and overpowered.
208;UgwSbPuU04ulG8fPeEl4AaABAg;1;dope!;@dmtr_art;2026-08-28;0;0;0;0;CAMP_A;0.4;Excitement;Expressing approval.
209;UgysbdGEGz-SMOZVDg14AaABAg.Aa2mmuAg-BUAa2pe1Dr2is;1;Wdym?;@andreymurashev2114;2026-08-28;0;0;1;0;CAMP_B;0.2;Neutral;Asking for clarification.
210;UgysbdGEGz-SMOZVDg14AaABAg.Aa2mmuAg-BUAa2vmoksP5D;1;What blackzone ip caps?;@kadiusmanticore3933;2026-08-28;0;0;1;0;CAMP_B;0.2;Neutral;Asking about black zone IP caps.
211;UgysbdGEGz-SMOZVDg14AaABAg.Aa2mmuAg-BUAa341ycg8w2;1;​@andreymurashev2114 Ancient Lands Are in blackzone and they are capped;@MrBeful;2026-08-28;0;0;1;0;CAMP_B;0.3;Neutral;Explaining that Ancient Lands are in black zones and capped.
212;UgysbdGEGz-SMOZVDg14AaABAg.Aa2mmuAg-BUAa3487rfv1s;1;​@kadiusmanticore3933ancient lands are in Blackzone and they are ip capped to 1200 so u wont be useing any sets or items abow 6.1;@MrBeful;2026-08-28;0;0;1;0;CAMP_B;0.3;Neutral;Clarifying IP caps restrict gear above 6.1.
213;Ugwstd7uEEsyWLBj3aB4AaABAg;1;who the hell gonna spend dragon egg on 5% fame  food;@sylvarixreaper;2026-08-28;0;0;0;0;CAMP_C;0.5;Frustration;Questioning the economic sense of spending a dragon egg on a 5% fame food.
214;UgwgBqpM5jPnPUNYoo14AaABAg;1;I admit, it sounds more interesting that I expected after the last video.;@ChordRunner;2026-08-28;0;0;0;0;CAMP_A;0.4;Excitement;Admitting the update sounds more interesting than expected.
215;UgxBKSOTTcuZrhIjtPh4AaABAg.Aa2lLHb05mHAa38N8Qunq8;1;Its dragon hunter not dragon;@HowToKillAliens;2026-08-28;0;0;1;0;CAMP_A;0.2;Neutral;Correcting terminology to dragon hunter.
216;UgwMRUJO3IgerhzMuYp4AaABAg.Aa2l2BNhWInAa38SNhBFbx;1;Who;@HowToKillAliens;2026-08-28;0;0;1;0;CAMP_B;0.1;Neutral;Asking who.
217;UgxbnUO8GTpFCngkklx4AaABAg;1;I can't wait for it!;@NoobToKnight;2026-08-28;0;0;0;0;CAMP_A;0.5;Excitement;Cannot wait for the update.
218;UgyDnAcYnaGQPBU5_Jl4AaABAg;1;No puedo esperar mas ;@Insomniox2;2026-08-28;0;0;0;0;CAMP_A;0.5;Excitement;Cannot wait any longer.
219;Ugxrz7BO_b1_yKTcfuh4AaABAg.Aa2i1Is1El-Aa7AyrQLAFF;1;Sugi Pula !;@DoruCristianCojocaru;2026-08-30;0;0;1;0;CAMP_B;0.6;Anger;Insulting retort.
220;UgzeM57GT6P8ntaLmeB4AaABAg;1;Is it possible to enter that dungeon from safe zone?;@mrarc197;2026-08-28;0;0;0;0;CAMP_D;0.3;Neutral;Asking if the dungeon can be entered from a safe zone.
221;Ugy9LVK6LIIAMUY3D_N4AaABAg.Aa2g00_PFxyAa30JoYz03Y;1;@OatmealOOf bro just sybau no one asked.;@marcusboi2912;2026-08-28;0;0;1;0;CAMP_B;0.4;Anger;Telling someone to be quiet.
222;UgzXEZryOlUcSVQGrwh4AaABAg;1;Nice;@Nehuselah-Sistem-Aura;2026-08-28;0;0;0;0;CAMP_A;0.3;Excitement;Positive feedback.
223;UgwBfr5bKrDfwwnQ3hV4AaABAg;1;COOKIES, love it!🔥;@jeremiosek;2026-08-28;0;0;0;0;CAMP_A;0.6;Excitement;Expressing love for the new cookies.
224;Ugwf62XmCTm6Ao_Q3Rt4AaABAg.Aa2eykcCvWNAa2fA1sAzL8;1;100m is cheap price cause it's very easy to earn 10m a day. Just need to play about 8 hours per day. 2 hours on fishing. Easy 8m , and for the last 2m , just do anything you want . Cause it gives variety. Like pve , crafting etc etc;@ninja.cybered;2026-08-28;0;0;1;0;CAMP_C;0.5;Neutral;Arguing that earning 10m a day through fishing and variety is easy.
225;Ugwf62XmCTm6Ao_Q3Rt4AaABAg.Aa2eykcCvWNAa2kbSmRKZJ;1;It is going to settle on 50m. I don't see it being that much better than spectral horse for example. Otherwise it'll show true silver inflation, cuz at costs more that 100m it is easier and better to get a mammoth, cuz ex can be bought for around 405-410m on wts. And higher the price of drake, worse the value you get from it, compared to said mammy;@SoulC4-z6b;2026-08-28;0;0;1;0;CAMP_C;0.5;Neutral;Predicting mount prices will settle around 50m due to mammoth value comparisons.
226;Ugwf62XmCTm6Ao_Q3Rt4AaABAg.Aa2eykcCvWNAa2nKzm8x9P;1;​@SoulC4-z6bplus the dragon damage to a mob bro you can one shot all mobs in t5 zone easy fame with that;@MgaBOBO69;2026-08-28;0;0;1;0;CAMP_A;0.4;Excitement;Highlighting how dragon damage against tier 5 mobs will make fame farming easy.
227;Ugwx9efJwu5m3mikN_54AaABAg.Aa2expnh_RzAa38KEL2Ojg;1;No they mean guilds,cartels were for city plots you noob.;@HowToKillAliens;2026-08-28;0;0;1;0;CAMP_C;0.3;Neutral;Clarifying that cartels referred to city plots rather than general guilds.
228;UgzDBLWMaaqS4CFxHK94AaABAg;1;HYPE;@edvinsantonovs;2026-08-28;0;0;0;0;CAMP_A;0.6;Excitement;Hype expression.
229;UgzRQZnnUQcBQc-PsbF4AaABAg;1;good;@sonson-lf6yn;2026-08-28;0;0;0;0;CAMP_A;0.3;Excitement;Approval of the update.
230;UgwWoyrtGap0LLB3LWp4AaABAg.Aa2cugOTqBfAa2slPambuC;1;@user-ci4hu2jg4inga I talking about PvE;@pokorist235;2026-08-28;0;0;1;0;CAMP_B;0.3;Neutral;Clarifying that the discussion is about PvE.
231;UgzB6EUk4FvC2c7lgZh4AaABAg.Aa2cqGqfIDcAa2hs0TQPSj;1;nah unfortunatelly i think its only gonna be armors and not weapons like the mist armors;@billysensei1375;2026-08-28;0;0;1;0;CAMP_A;0.3;Neutral;Believing armor sets will exclude weapons initially.
232;UgzB6EUk4FvC2c7lgZh4AaABAg.Aa2cqGqfIDcAa2w5MiOGkC;1;I hope we get plate and cloth armors too;@spacedoggo8818;2026-08-28;0;0;1;0;CAMP_A;0.3;Excitement;Hoping for plate and cloth armor sets.
233;UgzB6EUk4FvC2c7lgZh4AaABAg.Aa2cqGqfIDcAa2xImoccH9;1;yes they are lazy and like to release things slow dragon weapons will prob be like 3 years later with their track record;@strzsora;2026-08-28;0;0;1;0;CAMP_B;0.4;Frustration;Accusing developers of being lazy with slow release schedules.
234;UgzB6EUk4FvC2c7lgZh4AaABAg.Aa2cqGqfIDcAa2zXUP9Q9f;1;"I hope you're right. Now that dragons exist, it would be cool if dragon-exclusive weapons were added to the game. That would be amazing; I can even picture a full Cloth set (Scholar), a full Leather set (Mercenary), and a full Plate set (Soldier).";@ModestaPlay;2026-08-28;0;0;1;0;CAMP_A;0.5;Excitement;Envisioning dedicated cloth, leather, and plate dragon sets.
235;UgxaLXC8L4xaX18US0B4AaABAg;1;third;@lilpurplefaygo3709;2026-08-28;0;0;0;0;NEUTRAL_SPAM;0.1;Neutral;Third comment spam.
236;UgyO6YOwT5D1tX_J1d14AaABAg;1;2°;@Paco50x;2026-08-28;0;0;0;0;NEUTRAL_SPAM;0.1;Neutral;Second place comment spam.
237;Ugy79-fcre4qVj4jyc94AaABAg;2;He didn't even realise what hits him,,😂😂😂;@NOTURBUSINESS-55;2026-09-07;171;2;1;175;CAMP_A;0.6;Excitement;The ganker died instantly without realizing what hit him.
238;UgyZyCN0P_RL--ahnPN4AaABAg;2;Holy shit, you got Spiderman reflexes 😅;@Jasnibrad;2026-09-07;117;4;1;125;CAMP_A;0.5;Excitement;The creator showed incredible reflexes.
239;Ugwnl1JHwks72SxJ_sV4AaABAg;2;U can hear the hellion boots 😅;@Guffyzain;2026-09-07;43;2;1;47;CAMP_C;0.4;Neutral;Audio cues like hellion boots give away the ganker's approach.
240;UgwbKDw4t06IxraocoN4AaABAg;2;I also tried this strat but with spear and infernal shield, he ran away with 1 bar into invis;@shohruhmahmudaliev6989;2026-09-07;29;2;1;33;CAMP_A;0.4;Neutral;Trying similar strategies with spears yields mixed results as targets escape.
241;UgxXRJ5X5B11nAXXJzp4AaABAg;2;"Bro saw you and thought "" Damn his life is so tough for him to mine stones"" and he came and donated you 10x the worth😂😂";@PratikJhankar;2026-09-08;19;3;1;25;CAMP_A;0.7;Excitement;The ganker thought the miner had an easy target and accidentally donated massive wealth.
242;UgwYh0jEmEO9saFinSh4AaABAg;2;Impressive reaction time. Did you see him coming or just pure instincts?;@antisemmetrical9240;2026-09-07;10;8;1;26;CAMP_C;0.4;Neutral;The reaction time was extremely impressive, raising questions about awareness.
243;UgzZbKKXBFv_-cnaC954AaABAg;2;Me vengasteeeeeee ese men me había matadooooo suiiii;@jahankin3234;2026-09-07;17;0;0;17;CAMP_A;0.8;Excitement;Expressing joy because that specific player had previously killed them.
244;Ugxc7IKPR9m8c1QXpiF4AaABAg;2;"Siendo honestos. El conocimiento te da esa gran ventaja sobre todos los ""pro"" players";@Sr.Jessfe88;2026-09-07;14;0;0;14;CAMP_A;0.3;Neutral;True game knowledge grants a massive advantage over self-proclaimed pro players.
245;Ugwnl1JHwks72SxJ_sV4AaABAg.AaSNQ9mPKNtAaSX7_E4CjV;2;No, I had already seen him coming and was prepared for him to appear 😅;@FAKUPICADOAlbion;2026-09-07;12;0;1;12;CAMP_A;0.2;Neutral;The creator clarifies they saw the enemy coming in advance and prepared for it.
246;Ugw9DX2b5XLiOXVn32F4AaABAg;2;I love watching this , I admire you for your one button fighting style 😅 👑👏👏;@yakupdiyen8185;2026-09-07;11;1;1;13;CAMP_A;0.5;Excitement;Expressing admiration for the simple one-button fighting style.
247;UgyY-DAQfeQ4Z2wCiGF4AaABAg;2;Mano o cara tinha mais de 25 M de build !;@jaersonsouzadasilva6728;2026-09-07;3;1;1;5;CAMP_E;0.4;Neutral;Highlighting that the build being used was worth more than 25 million.
248;UgyZyCN0P_RL--ahnPN4AaABAg.AaTPaPyKJ6UAaVa3WISJw9;2;I mean paid actor reflexes;@MsTuC0;2026-09-08;3;0;1;3;CAMP_B;0.3;Sarcasm;Implying the opponent's reflexes were fake and paid for.
249;Ugy79-fcre4qVj4jyc94AaABAg.AaSue4UrsmDAaTzLZiprve;2;Either did I.  I thought the dude minning died and then realized I was watching him loot;@xTaxThePoor;2026-09-08;3;0;1;3;CAMP_A;0.3;Neutral;Initially confused the miner dying with looting the aftermath.
250;UgwYh0jEmEO9saFinSh4AaABAg.AaSH0KRWdR4AaSQrlBaUC7;2;He saw the one shot before;@Keymore201;2026-09-07;3;0;1;3;CAMP_A;0.2;Neutral;The player had witnessed the one-shot trick before.
251;UgwYh0jEmEO9saFinSh4AaABAg.AaSH0KRWdR4AaSWxqCrPFh;2;I saw him coming, so I switched my W to Reflect. You can see it in the full video, but the clip would’ve been too long for the Short 😅;@FAKUPICADOAlbion;2026-09-07;3;0;1;3;CAMP_A;0.2;Neutral;The creator switched their W skill to reflect after seeing the enemy approach.
252;UgyF6UYcv4NhEPCsx8p4AaABAg;2;Can you explain what is happening here? I can see you use one ability, but how can he just die almost instantly? I have played albion for 14 days, so my apologies for being ignorant. I am learning;@donkanalje9443;2026-09-07;1;2;1;5;CAMP_C;0.3;Neutral;A beginner player asks for an explanation of how the instant kill happened.
253;UgyzxTaHOulSRa9FZul4AaABAg;2;Bro he got farmed like a t3 boar lmao;@IntrifMemes;2026-09-08;2;0;0;2;CAMP_A;0.6;Excitement;Comparing the victim's quick defeat to a low-tier farm animal.
254;UgzSC7PqfNlG44Qg5ax4AaABAg;2;😂😂lol la que le cayó instakill tremenda 🎉🎉;@Mr.robot_78;2026-09-07;2;0;0;2;CAMP_A;0.6;Excitement;Laughing at the immense and sudden instakill.
255;UgyZyCN0P_RL--ahnPN4AaABAg.AaTPaPyKJ6UAaW7-2e1B7S;2;@MsTuC0 I have also been able to react like that, if youre focused its simple mate. Besides its in mists;@Quarkyprotondoesnotwearsocks;2026-09-08;2;0;1;2;CAMP_A;0.3;Neutral;Good reactions are simple when you are focused, especially in the Mists.
256;UgwbKDw4t06IxraocoN4AaABAg.AaT700v4lTyAaVNE71ZnCK;2;Saiu mancando kkkkk;@AlezinCaput;2026-09-08;2;0;1;2;CAMP_A;0.4;Excitement;The attacker limped away defeated.
257;Ugy79-fcre4qVj4jyc94AaABAg.AaSue4UrsmDAaSwwfQAgW9;2;😂😅;@FAKUPICADOAlbion;2026-09-07;2;0;1;2;CAMP_A;0.3;Excitement;Amused reaction to the clip's events.
258;UgzZUWeszxsqEsQelGR4AaABAg;2;Well done. Gankers got pumpkin ed❤ niceeee;@pouyanpk;2026-09-07;2;0;0;2;CAMP_A;0.5;Excitement;Praising the outplay against the ganker.
259;UgwYh0jEmEO9saFinSh4AaABAg.AaSH0KRWdR4AaSnNUr7qP0;2;​@FAKUPICADOAlbionyep, couldn't have missed the dancing 😂❤ i loved this btw;@lukespalding1964;2026-09-07;2;0;1;2;CAMP_A;0.4;Excitement;Enjoyed the dancing and overall video content.
260;Ugy5vviozkH81YoD_5F4AaABAg;2;RMT;@yuichirohyakuyafics1077;2026-09-07;1;1;1;3;CAMP_E;0.2;Neutral;Accusing the event of involving Real Money Trading.
261;Ugx7TvGQAvflk3EutAF4AaABAg;2;He already cry, you claps, he cry harder 😭😭😭;@lyfjaberga;2026-09-08;0;2;1;4;CAMP_A;0.6;Excitement;The ganker cried after getting clapped.
262;UgympgKEgCK8QYtx1zN4AaABAg;2;Я не понял. Что ты сделал?;@Kakavaka.V2;2026-09-07;0;2;1;4;CAMP_C;0.2;Neutral;Asking for an explanation in Russian.
263;UgxfKXycrhoOToPU9uh4AaABAg;2;What happened there??;@abrakadabra2695;2026-09-07;0;2;1;4;CAMP_C;0.3;Neutral;Asking what happened in the video clip.
264;UgwLZy19d35VHwIwxnh4AaABAg;2;Kkkkk de novo kkkkk mano eu tô numa vontade de ir mists pra ser gankado para testar isso na moral kkkkkkkkk;@jaersonsouzadasilva6728;2026-09-07;0;2;1;4;CAMP_A;0.5;Excitement;Eager to go into the Mists and test out the trick themselves.
265;UgztJqW7JPIsSXWAYgp4AaABAg;2;HOW!?!?;@xDouglas89;2026-09-07;0;2;1;4;CAMP_C;0.6;Excitement;Expressing disbelief and asking how the move was pulled off.
266;Ugzhkt_vBNXt5Xj9XLp4AaABAg;2;У тебя учусь) в ближайшем будущем тоже буду во мгле кошмар ть собирашек, ну и меня тоже будут😂;@MushroomAO;2026-09-07;0;2;1;4;CAMP_A;0.4;Excitement;Learning from the creator to hunt gatherers in the Mists in the future.
267;Ugzo6ALxLC9NtllwhpN4AaABAg;2;Wow 😂😂;@thormaresca;2026-09-09;1;0;0;1;CAMP_A;0.3;Excitement;Expressing amusement at the clip.
268;UgzWWBfpVNQlV3kPYkx4AaABAg;2;He came, he hit and killed himself 😂😂;@TestPhase-w1k;2026-09-08;1;0;0;1;CAMP_A;0.5;Excitement;The attacker essentially killed themselves by hitting the reflect.
269;UgxXRJ5X5B11nAXXJzp4AaABAg.AaTvWo5_qqqAaVLEgLo71u;2;T8 Stone=8500 silver. Kill=17,9M silver. = 2105,88x;@Knuok;2026-09-08;1;0;1;1;CAMP_E;0.3;Neutral;Calculating the massive multiplier between stone value and kill value.
270;UgzJOeXQcufxmVbQHRl4AaABAg.AaTv2yci9DkAaU-4wwSluy;2;Around 170;@FAKUPICADOAlbion;2026-09-08;1;0;1;1;CAMP_A;0.2;Neutral;Providing precise details about ping or stats.
271;UgzkkB9-APfmORK6Qxp4AaABAg;2;im training with your video. im clicking at the same time as you xD (doing W and space to pause video);@eusebioproxd2675;2026-09-08;1;0;0;1;CAMP_C;0.4;Excitement;Training their own reaction timing by pausing and playing along with the video.
272;Ugx2ub8jaIn75bd6_5B4AaABAg;2;nice RMT;@alphaswsalbion;2026-09-07;1;0;0;1;CAMP_E;0.2;Neutral;Dismissing the clip as RMT.
